City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
901,ibra,OM,22.6906,58.5334,83.61,64,0,2.35,clear sky
902,saint george,US,37.1041,-113.5841,94.39,6,0,4.0,clear sky
903,riosucio,CO,5.4216,-75.7032,69.1,81,87,2.66,moderate rain
904,chara,RU,56.9064,118.2631,52.79,77,92,6.38,overcast clouds
905,petushki,RU,55.9264,39.461,57.24,98,93,7.45,overcast clouds
906,vilyuysk,RU,63.7553,121.6247,48.36,77,4,7.18,clear sky
907,bereda,ES,43.2686,-7.5406,58.91,100,28,7.94,scattered clouds
908,zhoucheng,CN,35.9122,116.3117,83.01,63,100,9.1,overcast clouds
909,mana,GF,5.6592,-53.7767,77.14,89,100,6.22,overcast clouds
910,yaan,NG,7.3833,8.5667,74.48,91,97,5.95,light rain
911,nouakchott,MR,18.0858,-15.9785,75.13,89,59,12.01,broken clouds
912,ndele,CF,8.4109,20.6473,78.39,58,81,4.05,broken clouds
913,grajau,BR,-5.8194,-46.1386,82.11,49,54,1.21,broken clouds
914,ipixuna,BR,-1.7625,-48.8043,80.55,92,100,2.24,overcast clouds
915,lata,PT,40.1629,-8.3327,67.05,59,99,8.52,overcast clouds
916,kyshtovka,RU,56.555,76.6271,43.66,79,9,6.96,clear sky
917,jambusar,IN,22.05,72.8,86.05,70,2,14.12,clear sky
918,along,IN,28.1667,94.7667,74.05,98,100,1.9,overcast clouds
919,ewa beach,US,21.3156,-158.0072,81.01,70,90,10.0,light rain
920,macenta,GN,8.5435,-9.471,69.04,99,98,0.85,overcast clouds
921,komsomolskiy,UZ,40.4272,71.7189,78.15,33,9,1.16,clear sky
922,kapurthala,IN,31.3794,75.3847,78.75,40,3,9.08,clear sky
923,newport,GB,51.5877,-2.9984,61.45,87,85,6.2,overcast clouds
924,boma,GH,7.0805,-2.1697,74.44,91,69,3.67,broken clouds
925,road town,VG,18.4167,-64.6167,79.2,75,99,14.34,overcast clouds
926,idlib,SY,35.9306,36.6339,65.14,80,0,11.12,light rain
927,tessalit,ML,20.1986,1.0114,96.04,9,8,10.09,clear sky
928,verkhnevilyuysk,RU,63.4453,120.3167,48.34,74,3,7.02,clear sky
929,kajaani,FI,64.2273,27.7285,66.25,39,0,10.36,clear sky
930,tanete,ID,-3.9443,119.7848,73.63,96,57,3.96,broken clouds
931,hambantota,LK,6.1241,81.1185,77.34,100,20,10.36,few clouds
932,victoria,HK,22.2855,114.1577,82.45,93,84,8.99,light rain
933,warri,NG,5.5167,5.75,73.24,94,95,0.56,overcast clouds
934,mafinga,TZ,-7.25,35.0667,62.26,63,9,5.06,clear sky
935,narsaq,GL,60.9167,-46.05,46.62,81,99,4.14,overcast clouds
936,lahan,NP,26.7296,86.4951,79.48,83,100,3.15,overcast clouds
937,iquique,CL,-20.2208,-70.1431,63.21,81,9,3.29,clear sky
938,kyren,RU,51.6828,102.1408,47.41,92,92,1.57,overcast clouds
939,paamiut,GL,61.994,-49.6678,37.74,85,100,1.74,overcast clouds
940,hovd,MN,48.0056,91.6419,53.2,76,24,2.21,few clouds
941,saint-francois,FR,46.4154,3.9054,65.64,77,0,2.3,clear sky
942,sioux lookout,CA,50.1001,-91.917,64.78,82,90,10.36,overcast clouds
943,paita,PE,-5.0892,-81.1144,71.33,73,9,17.98,clear sky
944,zhigansk,RU,66.7697,123.3711,49.19,64,86,7.76,overcast clouds
945,hermiston,US,45.8404,-119.2895,75.11,21,100,10.74,overcast clouds
946,olafsvik,IS,64.8945,-23.7142,41.04,56,59,19.51,broken clouds
947,ilo,PE,-17.6394,-71.3375,62.33,83,7,4.29,clear sky
948,canala,NC,-21.5333,165.95,64.89,82,100,7.4,overcast clouds
949,kahului,US,20.8947,-156.47,86.74,71,2,12.1,clear sky
950,suntar,RU,62.1444,117.6319,49.37,55,26,6.15,scattered clouds
951,tual,ID,-5.6667,132.75,81.88,81,55,17.49,broken clouds
952,padang,ID,-0.9492,100.3543,76.06,78,54,4.21,broken clouds
953,dudinka,RU,69.4058,86.1778,35.38,99,100,9.53,overcast clouds
954,bakel,SN,14.905,-12.4568,93.97,36,100,4.68,overcast clouds
955,chama,CH,47.1821,8.4636,66.33,72,62,0.0,broken clouds
956,kavieng,PG,-2.5744,150.7967,82.31,80,26,15.17,light rain
957,ballina,AU,-28.8667,153.5667,53.94,76,38,6.49,scattered clouds
958,ndende,GA,-2.4008,11.3581,73.31,97,96,2.51,overcast clouds
959,galle,LK,6.0367,80.217,80.51,83,72,12.97,broken clouds
960,sedniv,UA,51.6447,31.565,54.55,93,0,5.88,clear sky
961,ayagoz,KZ,47.9714,80.4392,45.9,63,19,7.56,few clouds
962,barra patuca,HN,15.8,-84.2833,79.34,86,100,7.36,overcast clouds
963,kawhia,NZ,-38.0651,174.8183,59.76,86,33,2.68,scattered clouds
964,saint anthony,US,45.0205,-93.218,90.84,42,99,1.99,overcast clouds
965,shubarkuduk,KZ,49.1447,56.4872,66.22,67,92,3.85,overcast clouds
966,port hedland,AU,-20.3167,118.5667,69.85,88,94,4.61,overcast clouds
967,mount gambier,AU,-37.8333,140.7667,48.99,88,23,3.33,few clouds
968,aguimes,ES,27.9054,-15.4461,75.83,29,0,20.71,clear sky
969,alofi,NU,-19.0595,-169.9187,75.72,67,33,25.32,scattered clouds
970,itupiranga,BR,-5.1347,-49.3267,82.72,75,94,0.87,overcast clouds
971,karpathos,GR,35.507,27.2132,70.03,80,0,6.53,clear sky
972,koslan,RU,63.4564,48.8989,59.22,51,100,4.34,overcast clouds
973,batagay-alyta,RU,67.8006,130.4114,57.76,46,100,15.86,overcast clouds
974,arecibo,PR,18.4724,-66.7157,84.58,94,96,1.01,overcast clouds
975,saint-georges,GD,12.0564,-61.7485,79.77,78,52,10.49,broken clouds
976,hay river,CA,60.8156,-115.7999,46.92,97,100,3.78,light rain
977,codrington,AU,-38.2667,141.9667,49.73,91,49,4.79,scattered clouds
978,puerto el triunfo,SV,13.2833,-88.55,84.36,72,51,8.01,broken clouds
979,doha,QA,25.2867,51.5333,91.38,49,0,13.8,clear sky
980,colac,AU,-38.3333,143.5833,50.07,96,64,5.77,broken clouds
981,vanimo,PG,-2.6741,141.3028,78.04,83,6,6.06,clear sky
982,parana,AR,-31.732,-60.5238,58.51,68,17,4.27,few clouds
983,armidale,AU,-30.5167,151.65,38.8,92,100,2.68,overcast clouds
984,arenapolis,BR,-14.4503,-56.8461,71.02,90,100,6.51,overcast clouds
985,bowen,AU,-20.0167,148.2333,62.24,68,89,6.8,overcast clouds
986,west lorne,CA,42.6001,-81.5998,84.96,71,9,7.05,clear sky
987,taoudenni,ML,22.6783,-3.9836,101.41,10,0,11.21,clear sky
988,turayf,SA,31.6725,38.6637,73.72,31,0,12.93,clear sky
989,salinopolis,BR,-0.6136,-47.3561,76.3,90,100,5.73,overcast clouds
990,chegem,RU,43.2833,43.1333,38.1,86,49,3.51,scattered clouds
991,cockburn town,TC,21.4612,-71.1419,80.71,75,19,14.38,few clouds
992,nakhon phanom,TH,17.3333,104.4167,76.12,90,100,1.03,overcast clouds
993,grootfontein,NA,-19.5667,18.1167,52.83,39,0,5.19,clear sky
994,fairbanks,US,64.8378,-147.7164,66.09,55,74,3.85,broken clouds
995,dorado,PR,18.4588,-66.2677,84.47,92,75,11.5,broken clouds
996,teluknaga,ID,-6.0989,106.6381,78.19,83,90,2.3,overcast clouds
997,kaitangata,NZ,-46.2817,169.8464,41.76,81,2,3.29,clear sky
998,port lincoln,AU,-34.7333,135.8667,51.82,81,90,6.64,overcast clouds
999,egvekinot,RU,66.3167,-179.1667,41.81,67,100,2.33,overcast clouds
1000,natchitoches,US,31.7668,-93.1335,93.2,49,1,3.44,clear sky
1001,payo,ID,-3.7508,103.6372,71.02,93,93,2.24,overcast clouds
1002,coihaique,CL,-45.5752,-72.0662,43.36,99,100,3.89,heavy intensity rain
1003,chingirlau,KZ,51.095,54.0814,64.15,82,100,6.85,moderate rain
1004,beringovskiy,RU,63.05,179.3167,37.44,95,100,4.47,overcast clouds
1005,puerto colombia,CO,10.9878,-74.9547,82.22,80,53,13.58,broken clouds
1006,waikuku,NZ,-43.3,172.6833,39.49,85,15,5.59,few clouds
1007,clarence town,AU,-32.5833,151.7833,51.35,77,71,4.29,broken clouds
1008,vestmanna,FO,62.1564,-7.1664,47.32,87,90,21.85,overcast clouds
1009,half moon bay,US,37.4636,-122.4286,82.62,46,1,17.27,clear sky
1010,bonavista,CA,48.6499,-53.1147,42.6,76,40,3.47,scattered clouds
1011,acaponeta,MX,22.4964,-105.3594,95.23,39,3,10.65,clear sky
1012,medina del campo,ES,41.3124,-4.9141,67.6,83,98,11.05,overcast clouds
1013,lac du bonnet,CA,50.2536,-96.0612,72.59,75,75,13.11,broken clouds
1014,rabo de peixe,PT,37.8,-25.5833,65.71,82,75,4.61,broken clouds
1015,mayya,RU,61.7333,130.2811,60.12,53,6,5.99,clear sky
1016,wanning,CN,18.8003,110.3967,79.61,92,100,9.71,light rain
1017,cap malheureux,MU,-19.9842,57.6142,75.47,69,97,10.0,light rain
1018,vangaindrano,MG,-23.35,47.6,63.7,93,65,3.94,broken clouds
1019,hofn,IS,64.2539,-15.2082,44.62,57,58,23.76,broken clouds
1020,eyl,SO,7.9803,49.8164,78.91,70,71,26.71,broken clouds
1021,saint-augustin,CA,51.226,-58.6502,56.26,43,94,12.53,overcast clouds
1022,lorengau,PG,-2.0226,147.2712,81.01,83,60,11.3,broken clouds
1023,etah,IN,27.6333,78.6667,90.48,49,32,7.18,scattered clouds
1024,juneau,US,58.3019,-134.4197,57.22,94,100,1.54,overcast clouds
1025,kommunar,RU,59.6206,30.39,62.13,83,100,3.22,moderate rain
1026,senador canedo,BR,-16.7081,-49.0931,68.05,75,100,9.35,overcast clouds
1027,mae sai,TH,20.4335,99.8762,75.43,99,100,1.21,overcast clouds
1028,nicosia,CY,35.1667,33.3667,69.89,78,20,10.36,few clouds
1029,kidodi,TZ,-7.6036,37.0044,64.24,82,7,1.41,clear sky
1030,kalemie,CD,-5.9475,29.1947,69.6,74,5,2.77,clear sky
1031,aykhal,RU,66.0,111.5,42.33,61,35,17.58,scattered clouds
1032,la primavera,CO,5.4906,-70.4092,78.69,86,58,5.5,broken clouds
1033,carutapera,BR,-1.195,-46.02,74.52,94,99,2.48,light rain
1034,gornoye loo,RU,43.7129,39.6049,62.31,77,6,4.07,clear sky
1035,adrar,MR,20.5022,-10.0711,101.43,12,93,11.5,overcast clouds
1036,harlingen,US,26.1906,-97.6961,95.34,58,10,14.36,clear sky
1037,srednekolymsk,RU,67.45,153.6833,50.81,48,5,5.88,clear sky
1038,las vegas,US,36.175,-115.1372,97.2,4,0,5.01,clear sky
1039,ardmore,US,34.1743,-97.1436,91.54,68,40,8.01,scattered clouds
1040,kwinana,AU,-32.25,115.7667,55.74,86,100,2.59,light rain
1041,lavrentiya,RU,65.5833,-171.0,36.97,96,100,6.17,overcast clouds
1042,hailar,CN,49.2,119.7,60.4,62,82,6.64,broken clouds
1043,meulaboh,ID,4.1363,96.1285,76.86,86,100,3.67,overcast clouds
1044,parkes,AU,-33.1333,148.1833,44.35,96,1,1.01,clear sky
1045,chapada dos guimaraes,BR,-15.4606,-55.7497,64.06,84,100,1.54,overcast clouds
1046,tupancireta,BR,-29.0806,-53.8358,48.63,77,77,5.3,broken clouds
1047,naryan-mar,RU,67.6713,53.087,62.13,53,83,13.09,broken clouds
1048,mayumba,GA,-3.432,10.6554,75.76,93,100,3.27,overcast clouds
1049,baruun-urt,MN,46.6806,113.2792,60.4,65,85,8.37,overcast clouds
1050,panuco,MX,22.05,-98.1667,86.18,44,93,13.38,overcast clouds
1051,bapatla,IN,15.9,80.4667,83.68,63,100,10.87,overcast clouds
1052,karratha,AU,-20.7377,116.8463,73.08,56,100,11.07,overcast clouds
1053,beloha,MG,-25.1667,45.05,65.25,86,0,8.32,clear sky
1054,manggar,ID,-2.8833,108.2667,81.03,79,100,8.95,overcast clouds
1055,vredendal,ZA,-31.6683,18.5012,59.16,56,88,1.48,overcast clouds
1056,pecos,US,31.4229,-103.4932,109.81,10,40,8.05,scattered clouds
1057,saint-joseph,RE,-21.3667,55.6167,71.98,79,95,15.43,light rain
1058,trairi,BR,-3.2778,-39.2689,79.16,76,33,10.22,scattered clouds
1059,tahta,EG,26.7693,31.5021,89.78,18,0,5.17,clear sky
1060,lashio,MM,22.9333,97.75,69.42,100,100,1.92,overcast clouds
1061,red bluff,US,40.1785,-122.2358,81.91,14,90,13.8,overcast clouds
1062,danielskuil,ZA,-28.1887,23.5395,53.94,53,0,9.26,clear sky
1063,izumo,JP,35.3667,132.7667,67.89,94,75,4.61,mist
1064,asau,RO,46.4333,26.4,58.28,97,97,2.91,overcast clouds
1065,casper,US,42.8666,-106.3131,76.8,13,37,7.0,scattered clouds
1066,bilibino,RU,68.0546,166.4372,46.17,68,95,0.67,light rain
1067,lluta,PE,-16.0147,-72.0142,53.64,31,5,4.72,clear sky
1068,antequera,ES,37.0194,-4.5612,68.18,59,11,6.26,few clouds
1069,louga,RU,58.7372,29.8453,55.13,96,99,3.56,heavy intensity rain
1070,hervey bay,AU,-25.2986,152.8535,56.03,58,0,5.79,clear sky
1071,teya,RU,60.3778,92.6267,39.83,81,23,4.5,few clouds
1072,tuy hoa,VN,13.0833,109.3,80.22,73,100,15.14,overcast clouds
1073,funadhoo,MV,6.15,73.2667,82.27,77,80,15.05,broken clouds
1074,kieta,PG,-6.2167,155.6333,83.05,75,18,5.3,few clouds
1075,maceio,BR,-9.6658,-35.7353,78.24,78,20,3.44,few clouds
1076,mount isa,AU,-20.7333,139.5,37.17,60,2,0.0,clear sky
1077,victoria point,AU,-27.5833,153.3,55.44,90,16,1.01,few clouds
1078,barabai,ID,-2.5833,115.3833,72.95,96,84,1.77,broken clouds
1079,merrill,US,45.1805,-89.6835,83.68,83,1,4.61,clear sky
1080,ancud,CL,-41.8697,-73.8203,55.42,94,100,19.04,light rain
1081,porto novo,BJ,6.4965,2.6036,79.93,79,99,7.92,overcast clouds
1082,omboue,GA,-1.5746,9.2618,76.77,88,97,6.71,overcast clouds
1083,namatanai,PG,-3.6667,152.4333,81.55,77,10,10.67,light rain
1084,machhlishahr,IN,25.6833,82.4167,86.16,63,43,12.71,scattered clouds
1085,santa cruz,BO,-17.8,-63.1667,69.85,64,75,9.22,broken clouds
1086,dieppe,FR,49.75,1.1667,62.22,97,92,4.88,overcast clouds
1087,maragogi,BR,-9.0122,-35.2225,75.31,79,16,7.05,few clouds
1088,dedovichi,RU,57.5517,29.9502,53.78,87,55,2.68,broken clouds
1089,san quintin,MX,30.4833,-115.95,68.7,62,0,18.28,clear sky
1090,luwuk,ID,-0.9516,122.7875,77.4,81,18,3.62,few clouds
1091,rocha,UY,-34.4833,-54.3333,45.07,70,98,6.31,light rain
1092,kochinda,IN,21.7333,84.35,79.43,80,85,6.62,overcast clouds
1093,pyaozerskiy,RU,65.8333,31.1667,60.96,49,0,9.8,clear sky
1094,mackay,AU,-21.15,149.2,62.04,52,1,6.76,clear sky
1095,melfort,CA,52.8667,-104.6177,56.16,95,100,9.33,overcast clouds
1096,pevek,RU,69.7008,170.3133,33.94,87,23,6.33,few clouds
1097,nantucket,US,41.2835,-70.0995,65.61,80,98,14.41,overcast clouds
1098,moosomin,CA,50.1333,-101.6677,54.34,93,100,31.36,moderate rain
1099,butwal,NP,27.7006,83.4484,77.97,87,95,4.18,overcast clouds
1100,faya,SA,18.3851,42.4509,72.48,28,97,2.95,overcast clouds
1101,chipaque,CO,4.4425,-74.0442,60.22,89,97,2.35,overcast clouds
1102,auki,SB,-8.7676,160.7034,81.68,67,26,5.5,scattered clouds
1103,kayes,ML,14.0,-11.0,91.29,40,86,3.71,overcast clouds
1104,namibe,AO,-15.1961,12.1522,71.19,68,2,11.34,clear sky
1105,evensk,RU,61.95,159.2333,53.4,51,57,6.11,broken clouds
1106,port blair,IN,11.6667,92.75,82.63,80,100,20.49,overcast clouds
1107,beeville,US,28.4008,-97.7483,94.28,70,75,8.05,broken clouds
1108,tateyama,JP,34.9833,139.8667,72.1,74,100,6.96,overcast clouds
1109,chipinge,ZW,-20.1883,32.6236,54.36,60,67,1.23,broken clouds
1110,ahipara,NZ,-35.1667,173.1667,60.46,84,100,6.76,overcast clouds
1111,bow island,CA,49.8668,-111.3684,68.0,20,31,16.6,scattered clouds
1112,semirom,IR,31.4167,51.5667,64.8,18,0,2.62,clear sky
1113,lujiang,CN,31.2581,117.2817,78.96,83,13,2.59,few clouds
1114,marawi,PH,7.9986,124.2928,64.65,97,100,2.08,overcast clouds
1115,beira,MZ,-19.8436,34.8389,64.29,75,2,3.58,clear sky
1116,kodinsk,RU,58.6881,99.1844,41.67,68,7,0.85,clear sky
1117,isla vista,US,34.4133,-119.861,89.08,35,1,12.66,clear sky
1118,lakatoro,VU,-16.0999,167.4164,79.95,69,54,15.64,broken clouds
1119,vila franca do campo,PT,37.7167,-25.4333,66.61,84,13,1.25,few clouds
1120,karauli,IN,26.5,77.0167,93.85,35,3,10.56,clear sky
1121,jalu,LY,29.0331,21.5482,74.88,43,0,14.76,clear sky
1122,pechenga,RU,69.5259,31.1703,70.66,49,5,24.99,clear sky
1123,simao,CN,22.7886,100.9748,65.61,97,100,2.26,overcast clouds
1124,zaraza,VE,9.3503,-65.3245,86.94,50,34,6.02,scattered clouds
1125,tabou,CI,4.423,-7.3528,77.11,87,99,2.57,light rain
1126,clyde river,CA,70.4692,-68.5914,36.03,82,4,4.32,clear sky
1127,chardara,KZ,41.2547,67.9692,75.07,32,0,6.71,clear sky
1128,shingu,JP,33.7333,135.9833,72.91,88,100,3.27,overcast clouds
1129,rudbar,AF,30.15,62.6,91.89,11,0,7.36,clear sky
1130,laguna,US,38.421,-121.4238,85.91,22,1,5.01,clear sky
1131,uthal,PK,25.8072,66.6219,84.22,76,30,11.81,scattered clouds
1132,great yarmouth,GB,52.6083,1.7305,67.01,94,90,9.89,overcast clouds
1133,nuuk,GL,64.1835,-51.7216,41.61,75,90,4.61,overcast clouds
1134,rafai,CF,4.95,23.9167,73.98,59,100,2.86,overcast clouds
1135,turbat,PK,26.0023,63.044,82.85,79,14,8.16,few clouds
1136,kovernino,RU,57.1253,43.8142,53.26,84,87,6.22,overcast clouds
1137,teknaf,BD,20.8624,92.3058,81.03,87,100,17.47,overcast clouds
1138,saint-ambroise,CA,48.5501,-71.3324,66.58,36,36,3.94,scattered clouds
1139,lazurne,UA,46.084,32.5295,65.01,77,3,10.33,clear sky
1140,qui nhon,VN,13.7667,109.2333,82.18,71,100,12.5,light rain
1141,slupsk,PL,54.4641,17.0287,56.86,94,85,6.24,overcast clouds
1142,nizhnyaya tavda,RU,57.6731,66.1725,51.01,62,18,4.41,few clouds
1143,margate,GB,51.3813,1.3862,64.69,83,80,1.99,broken clouds
1144,oktyabrskoye,RU,43.0645,44.7417,55.54,93,85,4.47,overcast clouds
1145,kirando,TZ,-7.4167,30.6,72.75,62,5,6.91,clear sky
1146,hammerfest,NO,70.6634,23.6821,55.85,94,75,2.3,light rain
1147,serenje,ZM,-13.2325,30.2352,50.02,75,0,4.23,clear sky
1148,lumeje,AO,-11.55,20.7833,58.37,41,2,6.35,clear sky
1149,ust-koksa,RU,50.2696,85.6108,47.71,92,100,3.0,overcast clouds
1150,bathsheba,BB,13.2167,-59.5167,80.56,75,39,13.0,scattered clouds
1151,fuengirola,ES,36.54,-4.6247,74.08,77,0,4.61,clear sky
1152,leningradskiy,RU,69.3833,178.4167,34.52,89,59,5.17,broken clouds
1153,kruisfontein,ZA,-34.0033,24.7314,63.03,43,27,6.11,scattered clouds
1154,salalah,OM,17.0151,54.0924,83.17,83,73,9.62,broken clouds
1155,cam ranh,VN,11.9214,109.1591,82.36,65,40,11.5,scattered clouds
1156,port shepstone,ZA,-30.7414,30.455,63.12,71,0,8.97,clear sky
1157,svetlyy,RU,54.675,20.1347,55.45,84,27,3.85,scattered clouds
1158,urumqi,CN,43.801,87.6005,63.55,72,0,2.24,clear sky
1159,la paz,BO,-16.5,-68.15,55.38,46,75,4.61,broken clouds
1160,rongcheng,CN,30.634,117.8517,76.48,87,87,2.48,overcast clouds
1161,portland,US,45.5234,-122.6762,61.99,81,100,1.01,overcast clouds
1162,abu dhabi,AE,24.4667,54.3667,86.27,69,0,4.97,clear sky
1163,vadlapudi,IN,14.3167,79.8,88.74,43,100,13.78,overcast clouds
1164,ambunti,PG,-4.2365,142.8448,74.37,97,33,0.22,scattered clouds
1165,martapura,ID,-3.4167,114.85,75.29,100,40,3.44,scattered clouds
1166,korem,ET,12.5058,39.5228,61.16,27,76,0.65,broken clouds
1167,vila velha,BR,-20.3297,-40.2925,74.16,87,52,5.59,broken clouds
1168,terrace,CA,54.5163,-128.6035,71.42,36,75,3.44,broken clouds
1169,hualmay,PE,-11.0964,-77.6139,66.61,79,20,8.46,few clouds
1170,mozarlandia,BR,-14.7447,-50.5706,77.94,50,8,10.16,clear sky
1171,wukari,NG,7.85,9.7833,77.04,89,100,7.63,light rain
1172,necochea,AR,-38.5473,-58.7368,51.04,61,87,10.18,overcast clouds
1173,bintulu,MY,3.1667,113.0333,76.62,89,100,4.83,overcast clouds
1174,kang,BW,-23.6752,22.7876,54.95,45,0,6.46,clear sky
1175,albert lea,US,43.648,-93.3683,89.71,42,1,5.75,clear sky
1176,ruwi,OM,23.5996,58.5507,86.76,76,0,4.9,clear sky
1177,solnechnyy,RU,50.7214,136.6319,56.71,99,100,4.83,overcast clouds
1178,muisne,EC,0.6,-80.0333,77.36,85,89,10.58,overcast clouds
1179,port townsend,US,48.117,-122.7605,58.91,75,75,21.0,broken clouds
1180,kongolo,CD,-5.3833,27.0,71.73,52,29,4.18,scattered clouds
1181,uruzgan,AF,32.8333,66.0,74.93,10,0,6.91,clear sky
1182,mahroni,IN,24.5862,78.7288,88.39,48,54,11.5,broken clouds
1183,yanam,IN,16.7333,82.2167,76.93,87,100,9.4,moderate rain
1184,vrangel,RU,42.7297,133.0839,58.44,98,93,5.88,overcast clouds
1185,weinan,CN,34.5036,109.5089,78.48,56,100,1.41,overcast clouds
1186,ambovombe,MG,-25.1667,46.0833,65.23,82,10,6.73,clear sky
1187,ayan,RU,56.45,138.1667,43.3,90,100,11.5,light rain
1188,iqaluit,CA,63.7506,-68.5145,40.69,73,0,18.01,clear sky
1189,ust-maya,RU,60.4167,134.5333,61.0,53,19,4.41,few clouds
1190,san jose,US,37.3394,-121.895,82.56,33,1,1.01,clear sky
1191,rudnogorsk,RU,57.2639,103.7519,42.15,55,45,1.97,scattered clouds
1192,pingliang,CN,35.5392,106.6861,65.12,75,100,0.45,overcast clouds
1193,naze,JP,28.3667,129.4833,74.32,88,100,4.72,overcast clouds
1194,kawalu,ID,-7.3817,108.2082,70.23,98,95,1.41,overcast clouds
1195,kirksville,US,40.1948,-92.5833,82.58,69,100,5.01,overcast clouds
1196,dogondoutchi,NE,13.6393,4.0287,98.22,24,55,0.89,broken clouds
1197,dezful,IR,32.3811,48.4058,88.97,11,0,1.7,clear sky
1198,ambulu,ID,-8.345,113.6058,74.89,86,82,2.26,broken clouds
1199,mansehra,PK,34.3333,73.2,76.59,40,0,5.66,clear sky
1200,mabaruma,GY,8.2,-59.7833,77.36,83,11,4.27,few clouds
1201,blatna,CZ,49.4249,13.8818,62.69,99,83,3.6,broken clouds
1202,vilhena,BR,-12.7406,-60.1458,69.73,87,100,6.55,overcast clouds
1203,xai-xai,MZ,-25.0519,33.6442,63.82,81,1,1.7,clear sky
1204,bentiu,SS,9.2333,29.8333,84.18,50,56,4.16,light rain
1205,mpongwe,ZM,-13.5091,28.155,52.74,65,0,5.77,clear sky
1206,dire,ML,12.2833,-10.9667,83.08,56,84,0.54,broken clouds
1207,talcahuano,CL,-36.7167,-73.1167,55.08,100,75,8.05,mist
1208,sao joao da barra,BR,-21.6403,-41.0511,71.83,87,70,14.9,broken clouds
1209,skovorodino,RU,53.9833,123.9167,59.65,74,4,2.57,clear sky
1210,vestmannaeyjar,IS,63.4427,-20.2734,44.56,60,9,30.85,clear sky
1211,khorinsk,RU,52.1657,109.7726,52.27,82,66,3.44,broken clouds
1212,katangli,RU,51.7102,143.2326,52.12,93,100,2.84,light rain
1213,bilma,NE,18.6853,12.9164,94.42,10,2,10.25,clear sky
1214,ascension,US,30.2169,-90.9001,92.26,60,1,6.91,clear sky
1215,byron bay,AU,-28.65,153.6167,54.05,68,15,5.68,few clouds
1216,guilin,CN,25.2819,110.2864,74.68,96,70,3.11,broken clouds
1217,sheopur,IN,25.6667,76.7,96.48,28,77,14.18,broken clouds
1218,sinnamary,GF,5.3833,-52.95,77.32,85,100,4.21,overcast clouds
1219,sao jose do belmonte,BR,-7.8614,-38.7597,75.02,55,4,10.49,clear sky
1220,kandrian,PG,-6.2167,149.55,80.02,84,35,6.64,scattered clouds
1221,tripoli,LY,32.8752,13.1875,70.93,75,0,3.74,clear sky
1222,machico,PT,32.7,-16.7667,74.03,43,20,14.97,few clouds
1223,bainbridge,US,47.6262,-122.5212,59.0,83,100,1.01,light rain
1224,barahona,DO,18.2085,-71.1008,82.31,72,23,8.81,few clouds
1225,rapar,IN,23.5667,70.6333,86.29,70,0,16.64,clear sky
1226,kununurra,AU,-15.7667,128.7333,46.38,87,67,0.0,broken clouds
1227,natal,BR,-5.795,-35.2094,80.82,74,0,12.66,clear sky
1228,dvinskoy,RU,62.1535,45.1175,56.79,56,31,1.95,scattered clouds
1229,ixtapa,MX,20.7,-105.2,88.23,66,20,13.8,few clouds
1230,padilla,CO,3.2204,-76.3139,83.77,78,100,0.94,overcast clouds
1231,ust-tsilma,RU,65.441,52.1498,59.63,54,30,4.45,scattered clouds
1232,shieli,KZ,44.1667,66.75,76.82,23,27,14.0,scattered clouds
1233,sierra vista,US,31.5545,-110.3037,101.35,7,1,4.61,clear sky
1234,edd,ER,13.9297,41.6925,88.34,58,76,6.4,broken clouds
1235,cururupu,BR,-1.8283,-44.8683,74.01,95,82,2.01,heavy intensity rain
1236,gat,IL,31.61,34.7642,74.39,63,0,4.74,clear sky
1237,gamba,GA,-2.65,10.0,76.12,90,99,4.32,overcast clouds
1238,teguldet,RU,57.3064,88.1667,39.56,71,1,3.42,clear sky
1239,yerbogachen,RU,61.2767,108.0108,43.81,66,7,7.27,clear sky
1240,oum hadjer,TD,13.2954,19.6966,97.3,23,37,4.12,scattered clouds
1241,staryy nadym,RU,65.6118,72.6842,53.46,80,100,9.84,overcast clouds
1242,kidal,ML,18.4411,1.4078,96.57,16,44,3.65,scattered clouds
1243,redding,US,40.5865,-122.3917,79.93,23,92,1.99,overcast clouds
1244,pundaguitan,PH,6.3711,126.1689,82.33,73,100,6.69,light rain
1245,lakes entrance,AU,-37.8811,147.981,53.58,94,100,16.55,light rain
1246,gazanjyk,TM,39.2446,55.5154,77.14,48,0,7.29,clear sky
1247,taunggyi,MM,20.7833,97.0333,63.9,94,99,4.47,overcast clouds
1248,alberton,CA,46.8168,-64.0654,55.44,76,85,9.37,heavy intensity rain
1249,hokitika,NZ,-42.7167,170.9667,56.03,83,98,3.87,overcast clouds
1250,don benito,ES,38.9563,-5.8616,78.93,27,35,8.95,scattered clouds
1251,kanniyakumari,IN,8.0833,77.5667,80.26,84,72,19.42,broken clouds
1252,kainantu,PG,-6.2887,145.8655,62.15,87,6,1.48,clear sky
1253,nanortalik,GL,60.1432,-45.2371,36.84,93,99,1.1,overcast clouds
1254,san remo,IT,43.8182,7.7612,70.97,77,7,3.18,clear sky
1255,zhuanghe,CN,39.7008,122.9911,65.71,90,99,3.09,overcast clouds
1256,elko,US,41.0002,-115.5012,77.05,9,44,8.99,scattered clouds
